Date,Actual,LSTM
2022-11-21,15787.28418,114.76087188720703
2022-11-22,16189.769531,114.76087188720703
2022-11-23,16610.707031,114.76087188720703
2022-11-24,16604.464844,114.76087188720703
2022-11-25,16521.841797,114.76087188720703
2022-11-26,16464.28125,114.76087188720703
2022-11-27,16444.626953,114.76087188720703
2022-11-28,16217.322266,114.76087188720703
2022-11-29,16444.982422,114.76087188720703
2022-11-30,17168.566406,114.76087188720703
2022-12-01,16967.132813,114.76087188720703
2022-12-02,17088.660156,114.76087188720703
2022-12-03,16908.236328,114.76087188720703
2022-12-04,17130.486328,114.76087188720703
2022-12-05,16974.826172,114.76087188720703
2022-12-06,17089.503906,114.76087188720703
2022-12-07,16848.126953,114.76087188720703
2022-12-08,17233.474609,114.76087188720703
2022-12-09,17133.152344,114.76087188720703
2022-12-10,17128.724609,114.76087188720703
2022-12-11,17104.193359,114.76087188720703
2022-12-12,17206.4375,114.76087188720703
2022-12-13,17781.318359,114.76087188720703
2022-12-14,17815.650391,114.76087188720703
2022-12-15,17364.865234,114.76087951660156
2022-12-16,16647.484375,114.76087951660156
2022-12-17,16795.091797,114.76087188720703
2022-12-18,16757.976563,114.76087188720703
2022-12-19,16439.679688,114.76087188720703
2022-12-20,16906.304688,114.76087188720703
2022-12-21,16817.535156,114.76087188720703
2022-12-22,16830.341797,114.76087188720703
2022-12-23,16796.953125,114.76087188720703
2022-12-24,16847.755859,114.76087188720703
2022-12-25,16841.986328,114.76087188720703
2022-12-26,16919.804688,114.76087188720703
2022-12-27,16717.173828,114.76087188720703
2022-12-28,16552.572266,114.76087188720703
2022-12-29,16642.341797,114.76087188720703
2022-12-30,16602.585938,114.76087188720703
2022-12-31,16547.496094,114.76087188720703
2023-01-01,16625.080078,114.76087188720703
2023-01-02,16688.470703,114.76087188720703
2023-01-03,16679.857422,114.76087188720703
2023-01-04,16863.238281,114.76087188720703
2023-01-05,16836.736328,114.76087188720703
2023-01-06,16951.96875,114.76087188720703
2023-01-07,16955.078125,114.76087188720703
2023-01-08,17091.144531,114.76087188720703
2023-01-09,17196.554688,114.76087188720703
2023-01-10,17446.292969,114.76087188720703
2023-01-11,17934.896484,114.76087188720703
2023-01-12,18869.587891,114.76087188720703
2023-01-13,19909.574219,114.76087188720703
2023-01-14,20976.298828,114.76087188720703
2023-01-15,20880.798828,114.76087188720703
2023-01-16,21169.632813,114.76087951660156
2023-01-17,21161.519531,114.76087951660156
2023-01-18,20688.78125,114.76087188720703
2023-01-19,21086.792969,114.76087188720703
2023-01-20,22676.552734,114.76087188720703
2023-01-21,22777.625,114.76087188720703
2023-01-22,22720.416016,114.76087188720703
2023-01-23,22934.431641,114.76087188720703
2023-01-24,22636.46875,114.76087188720703
2023-01-25,23117.859375,114.76087188720703
2023-01-26,23032.777344,114.76087188720703
2023-01-27,23078.728516,114.76087188720703
2023-01-28,23031.089844,114.76087188720703
2023-01-29,23774.566406,114.76087188720703
2023-01-30,22840.138672,114.76087188720703
2023-01-31,23139.283203,114.76087188720703
2023-02-01,23723.769531,114.76087188720703
2023-02-02,23471.871094,114.76087188720703
2023-02-03,23449.322266,114.76087188720703
2023-02-04,23331.847656,114.76087188720703
2023-02-05,22955.666016,114.76087188720703
2023-02-06,22760.109375,114.76087188720703
2023-02-07,23264.291016,114.76087188720703
2023-02-08,22939.398438,114.76087188720703
2023-02-09,21819.039063,114.76087188720703
2023-02-10,21651.183594,114.76087188720703
2023-02-11,21870.875,114.76087188720703
2023-02-12,21788.203125,114.76087188720703
2023-02-13,21808.101563,114.76087188720703
2023-02-14,22220.804688,114.76087188720703
2023-02-15,24307.841797,114.76087188720703
2023-02-16,23623.474609,114.76087188720703
2023-02-17,24565.601563,114.76087951660156
2023-02-18,24641.277344,114.76087951660156
2023-02-19,24327.642578,114.76087188720703
2023-02-20,24829.148438,114.76087188720703
2023-02-21,24436.353516,114.76087188720703
2023-02-22,24188.84375,114.76087188720703
2023-02-23,23947.492188,114.76087188720703
2023-02-24,23198.126953,114.76087188720703
2023-02-25,23175.375,114.76087188720703
2023-02-26,23561.212891,114.76087188720703
2023-02-27,23522.871094,114.76087188720703
2023-02-28,23147.353516,114.76087188720703
2023-03-01,23646.550781,114.76087188720703
2023-03-02,23475.466797,114.76087188720703
2023-03-03,22362.679688,114.76087188720703
2023-03-04,22353.349609,114.76087188720703
2023-03-05,22435.513672,114.76087188720703
2023-03-06,22429.757813,114.76087188720703
2023-03-07,22219.769531,114.76087188720703
2023-03-08,21718.080078,114.76087188720703
2023-03-09,20363.021484,114.76087188720703
2023-03-10,20187.244141,114.76087188720703
2023-03-11,20632.410156,114.76087188720703
2023-03-12,22163.949219,114.76087188720703
2023-03-13,24197.533203,114.76087188720703
2023-03-14,24746.074219,114.76087188720703
2023-03-15,24375.960938,114.76087188720703
2023-03-16,25052.789063,114.76087188720703
2023-03-17,27423.929688,114.76087188720703
2023-03-18,26965.878906,114.76087188720703
2023-03-19,28038.675781,114.76087188720703
2023-03-20,27767.236328,114.76087188720703
2023-03-21,28175.816406,114.76087951660156
2023-03-22,27307.4375,114.76087951660156
2023-03-23,28333.972656,114.76087188720703
2023-03-24,27493.285156,114.76087188720703
2023-03-25,27494.707031,114.76087188720703
2023-03-26,27994.330078,114.76087188720703
2023-03-27,27139.888672,114.76087188720703
2023-03-28,27268.130859,114.76087188720703
2023-03-29,28348.441406,114.76087188720703
2023-03-30,28033.5625,114.76087188720703
2023-03-31,28478.484375,114.76087188720703
2023-04-01,28411.035156,114.76087188720703
2023-04-02,28199.308594,114.76087188720703
2023-04-03,27790.220703,114.76087188720703
2023-04-04,28168.089844,114.76087188720703
2023-04-05,28177.984375,114.76087188720703
2023-04-06,28044.140625,114.76087188720703
2023-04-07,27925.859375,114.76087188720703
2023-04-08,27947.794922,114.76087188720703
2023-04-09,28333.050781,114.76087188720703
2023-04-10,29652.980469,114.76087188720703
2023-04-11,30235.058594,114.76087188720703
2023-04-12,30139.052734,114.76087188720703
2023-04-13,30399.066406,114.76087188720703
2023-04-14,30485.699219,114.76087188720703
2023-04-15,30318.496094,114.76087188720703
2023-04-16,30315.355469,114.76087188720703
2023-04-17,29445.044922,114.76087188720703
2023-04-18,30397.552734,114.76087188720703
2023-04-19,28822.679688,114.76087188720703
2023-04-20,28245.988281,114.76087188720703
2023-04-21,27276.910156,114.76087188720703
2023-04-22,27817.5,114.76087951660156
2023-04-23,27591.384766,114.76087951660156
2023-04-24,27525.339844,114.76087188720703
2023-04-25,28307.597656,114.76087188720703
2023-04-26,28422.701172,114.76087188720703
2023-04-27,29473.787109,114.76087188720703
2023-04-28,29340.261719,114.76087188720703
2023-04-29,29248.488281,114.76087188720703
2023-04-30,29268.806641,114.76087188720703
2023-05-01,28091.568359,114.76087188720703
2023-05-02,28680.537109,114.76087188720703
2023-05-03,29006.308594,114.76087188720703
2023-05-04,28847.710938,114.76087188720703
2023-05-05,29534.384766,114.76087188720703
2023-05-06,28904.623047,114.76087188720703
2023-05-07,28454.978516,114.76087188720703
2023-05-08,27694.273438,114.76087188720703
2023-05-09,27658.775391,114.76087188720703
2023-05-10,27621.755859,114.76087188720703
2023-05-11,27000.789063,114.76087188720703
2023-05-12,26804.990234,114.76087188720703
2023-05-13,26784.078125,114.76087188720703
2023-05-14,26930.638672,114.76087188720703
2023-05-15,27192.693359,114.76087188720703
2023-05-16,27036.650391,114.76087188720703
2023-05-17,27398.802734,114.76087188720703
2023-05-18,26832.208984,114.76087188720703
2023-05-19,26890.128906,114.76087188720703
2023-05-20,27129.585938,114.76087188720703
2023-05-21,26753.826172,114.76087188720703
2023-05-22,26851.277344,114.76087188720703
2023-05-23,27225.726563,114.76087188720703
2023-05-24,26334.818359,114.76087951660156
2023-05-25,26476.207031,114.76087951660156
2023-05-26,26719.291016,114.76087188720703
2023-05-27,26868.353516,114.76087188720703
2023-05-28,28085.646484,114.76087188720703
2023-05-29,27745.884766,114.76087188720703
2023-05-30,27702.349609,114.76087188720703
2023-05-31,27219.658203,114.76087188720703
2023-06-01,26819.972656,114.76087188720703
2023-06-02,27249.589844,114.76087188720703
2023-06-03,27075.128906,114.76087188720703
2023-06-04,27119.066406,114.76087188720703
2023-06-05,25760.097656,114.76087188720703
2023-06-06,27238.783203,114.76087188720703
2023-06-07,26345.998047,114.76087188720703
2023-06-08,26508.216797,114.76087188720703
2023-06-09,26480.375,114.76087188720703
2023-06-10,25851.240234,114.76087188720703
2023-06-11,25940.167969,114.76087188720703
2023-06-12,25902.5,114.76087188720703
2023-06-13,25918.728516,114.76087188720703
2023-06-14,25124.675781,114.76087188720703
2023-06-15,25576.394531,114.76087188720703
2023-06-16,26327.462891,114.76087188720703
2023-06-17,26510.675781,114.76087188720703
2023-06-18,26336.212891,114.76087188720703
2023-06-19,26851.029297,114.76087188720703
2023-06-20,28327.488281,114.76087188720703
2023-06-21,30027.296875,114.76087188720703
2023-06-22,29912.28125,114.76087188720703
2023-06-23,30695.46875,114.76087188720703
2023-06-24,30548.695313,114.76087188720703
2023-06-25,30480.261719,114.76087951660156
2023-06-26,30271.130859,114.76087951660156
2023-06-27,30688.164063,114.76087188720703
2023-06-28,30086.246094,114.76087188720703
2023-06-29,30445.351563,114.76087188720703
2023-06-30,30477.251953,114.76087188720703
2023-07-01,30590.078125,114.76087188720703
2023-07-02,30620.769531,114.76087188720703
2023-07-03,31156.439453,114.76087188720703
2023-07-04,30777.582031,114.76087188720703
2023-07-05,30514.166016,114.76087188720703
2023-07-06,29909.337891,114.76087188720703
2023-07-07,30342.265625,114.76087188720703
2023-07-08,30292.541016,114.76087188720703
2023-07-09,30171.234375,114.76087188720703
2023-07-10,30414.470703,114.76087188720703
2023-07-11,30620.951172,114.76087188720703
2023-07-12,30391.646484,114.76087188720703
2023-07-13,31476.048828,114.76087188720703
2023-07-14,30334.068359,114.76087188720703
2023-07-15,30295.806641,114.76087188720703
2023-07-16,30249.132813,114.76087188720703
2023-07-17,30145.888672,114.76087188720703
2023-07-18,29856.5625,114.76087188720703
2023-07-19,29913.923828,114.76087188720703
2023-07-20,29792.015625,114.76087188720703
2023-07-21,29908.744141,114.76087188720703
2023-07-22,29771.802734,114.76087188720703
2023-07-23,30084.539063,114.76087188720703
2023-07-24,29176.916016,114.76087188720703
2023-07-25,29227.390625,114.76087188720703
2023-07-26,29354.972656,114.76087188720703
2023-07-27,29210.689453,114.76087951660156
2023-07-28,29319.246094,114.76087951660156
2023-07-29,29356.917969,114.76087188720703
2023-07-30,29275.308594,114.76087188720703
2023-07-31,29230.111328,114.76087188720703
2023-08-01,29675.732422,114.76087188720703
2023-08-02,29151.958984,114.76087188720703
2023-08-03,29178.679688,114.76087188720703
2023-08-04,29074.091797,114.76087188720703
2023-08-05,29042.126953,114.76087188720703
2023-08-06,29041.855469,114.76087188720703
2023-08-07,29180.578125,114.76087188720703
2023-08-08,29765.492188,114.76087188720703
2023-08-09,29561.494141,114.76087188720703
2023-08-10,29429.591797,114.76087188720703
2023-08-11,29397.714844,114.76087188720703
2023-08-12,29415.964844,114.76087188720703
2023-08-13,29282.914063,114.76087188720703
2023-08-14,29408.443359,114.76087188720703
2023-08-15,29170.347656,114.76087188720703
2023-08-16,28701.779297,114.76087188720703
2023-08-17,26664.550781,114.76087188720703
2023-08-18,26049.556641,114.76087188720703
2023-08-19,26096.205078,114.76087188720703
2023-08-20,26189.583984,114.76087188720703
2023-08-21,26124.140625,114.76087188720703
2023-08-22,26031.65625,114.76087188720703
2023-08-23,26431.640625,114.76087188720703
2023-08-24,26162.373047,114.76087188720703
2023-08-25,26047.667969,114.76087188720703
2023-08-26,26008.462891,114.76087188720703
2023-08-27,26089.693359,114.76087188720703
2023-08-28,26106.150391,114.76087951660156
2023-08-29,27727.392578,114.76087951660156
2023-08-30,27297.265625,114.76087188720703
2023-08-31,25931.472656,114.76087188720703
2023-09-01,25800.724609,114.76087188720703
2023-09-02,25868.798828,114.76087188720703
2023-09-03,25969.566406,114.76087188720703
2023-09-04,25812.416016,114.76087188720703
2023-09-05,25779.982422,114.76087188720703
2023-09-06,25753.236328,114.76087188720703
2023-09-07,26240.195313,114.76087188720703
2023-09-08,25905.654297,114.76087188720703
2023-09-09,25895.677734,114.76087188720703
2023-09-10,25832.226563,114.76087188720703
2023-09-11,25162.654297,114.76087188720703
2023-09-12,25833.34375,114.76087188720703
2023-09-13,26228.324219,114.76087188720703
2023-09-14,26539.673828,114.76087188720703
2023-09-15,26608.693359,114.76087188720703
2023-09-16,26568.28125,114.76087188720703
2023-09-17,26534.1875,114.76087188720703
2023-09-18,26754.28125,114.76087188720703
2023-09-19,27211.117188,114.76087188720703
2023-09-20,27132.007813,114.76087188720703
2023-09-21,26567.632813,114.76087188720703
2023-09-22,26579.568359,114.76087188720703
2023-09-23,26579.390625,114.76087188720703
2023-09-24,26256.826172,114.76087188720703
2023-09-25,26298.480469,114.76087188720703
2023-09-26,26217.25,114.76087188720703
2023-09-27,26352.716797,114.76087188720703
2023-09-28,27021.546875,114.76087188720703
2023-09-29,26911.720703,114.76087951660156
2023-09-30,26967.916016,114.76087951660156
2023-10-01,27983.75,114.76087188720703
2023-10-02,27530.785156,114.76087188720703
2023-10-03,27429.978516,114.76087188720703
2023-10-04,27799.394531,114.76087188720703
2023-10-05,27415.912109,114.76087188720703
2023-10-06,27946.597656,114.76087188720703
2023-10-07,27968.839844,114.76087188720703
2023-10-08,27935.089844,114.76087188720703
2023-10-09,27583.677734,114.76087188720703
2023-10-10,27391.019531,114.76087188720703
2023-10-11,26873.320313,114.76087188720703
2023-10-12,26756.798828,114.76087188720703
2023-10-13,26862.375,114.76087188720703
2023-10-14,26861.707031,114.76087188720703
2023-10-15,27159.652344,114.76087188720703
2023-10-16,28519.466797,114.76087188720703
2023-10-17,28415.748047,114.76087188720703
2023-10-18,28328.341797,114.76087188720703
2023-10-19,28719.806641,114.76087188720703
2023-10-20,29682.949219,114.76087188720703
2023-10-21,29918.412109,114.76087188720703
2023-10-22,29993.896484,114.76087188720703
2023-10-23,33086.234375,114.76087188720703
2023-10-24,33901.527344,114.76087188720703
2023-10-25,34502.820313,114.76087188720703
2023-10-26,34156.648438,114.76087188720703
2023-10-27,33909.800781,114.76087188720703
2023-10-28,34089.574219,114.76087188720703
2023-10-29,34538.480469,114.76087188720703
2023-10-30,34502.363281,114.76087188720703
2023-10-31,34667.78125,114.76087951660156
2023-11-01,35437.253906,114.76087951660156
2023-11-02,34938.242188,114.76087188720703
2023-11-03,34732.324219,114.76087188720703
2023-11-04,35082.195313,114.76087188720703
2023-11-05,35049.355469,114.76087188720703
2023-11-06,35037.371094,114.76087188720703
2023-11-07,35443.5625,114.76087188720703
2023-11-08,35655.277344,114.76087188720703
2023-11-09,36693.125,114.76087188720703
2023-11-10,37313.96875,114.76087188720703
2023-11-11,37138.050781,114.76087188720703
2023-11-12,37054.519531,114.76087188720703
2023-11-13,36502.355469,114.76087188720703
2023-11-14,35537.640625,114.76087188720703
2023-11-15,37880.582031,114.76087188720703
2023-11-16,36154.769531,114.76087188720703
2023-11-17,36596.683594,114.76087188720703
2023-11-18,36585.703125,114.76087188720703
2023-11-19,37386.546875,114.76087188720703
2023-11-20,37476.957031,114.76087188720703
2023-11-21,35813.8125,114.76087188720703
2023-11-22,37432.339844,114.76087188720703
2023-11-23,37289.621094,114.76087188720703
2023-11-24,37720.28125,114.76087188720703
2023-11-25,37796.792969,114.76087188720703
2023-11-26,37479.121094,114.76087188720703
2023-11-27,37254.167969,114.76087188720703
2023-11-28,37831.085938,114.76087188720703
2023-11-29,37858.492188,114.76087188720703
2023-11-30,37712.746094,114.76087188720703
2023-12-01,38688.75,114.76087188720703
2023-12-02,39476.332031,114.76087951660156
2023-12-03,39978.390625,114.76087951660156
2023-12-04,41980.097656,114.76087188720703
2023-12-05,44080.648438,114.76087188720703
2023-12-06,43746.445313,114.76087188720703
2023-12-07,43292.664063,114.76087188720703
2023-12-08,44166.601563,114.76087188720703
2023-12-09,43725.984375,114.76087188720703
2023-12-10,43779.699219,114.76087188720703
2023-12-11,41243.832031,114.76087188720703
2023-12-12,41450.222656,114.76087188720703
2023-12-13,42890.742188,114.76087188720703
2023-12-14,43023.972656,114.76087188720703
2023-12-15,41929.757813,114.76087188720703
2023-12-16,42240.117188,114.76087188720703
2023-12-17,41364.664063,114.76087188720703
2023-12-18,42623.539063,114.76087188720703
2023-12-19,42270.527344,114.76087188720703
2023-12-20,43652.25,114.76087188720703
2023-12-21,43869.152344,114.76087188720703
2023-12-22,43997.902344,114.76087188720703
2023-12-23,43739.542969,114.76087188720703
2023-12-24,43016.117188,114.76087188720703
2023-12-25,43613.140625,114.76087188720703
2023-12-26,42520.402344,114.76087188720703
2023-12-27,43442.855469,114.76087188720703
2023-12-28,42627.855469,114.76087188720703
2023-12-29,42099.402344,114.76087188720703
2023-12-30,42156.902344,114.76087188720703
2023-12-31,42265.1875,114.76087188720703
2024-01-01,44167.332031,114.76087188720703
2024-01-02,44957.96875,114.76087188720703
2024-01-03,42848.175781,114.76087951660156
2024-01-04,44179.921875,114.76087951660156
2024-01-05,44162.691406,114.76087188720703
2024-01-06,43989.195313,114.76087188720703
2024-01-07,43943.097656,114.76087188720703
2024-01-08,46970.503906,114.76087188720703
2024-01-09,46139.730469,114.76087188720703
2024-01-10,46627.777344,114.76087188720703
2024-01-11,46368.585938,114.76087188720703
2024-01-12,42853.167969,114.76087188720703
2024-01-13,42842.382813,114.76087188720703
2024-01-14,41796.269531,114.76087188720703
2024-01-15,42511.96875,114.76087188720703
2024-01-16,43154.945313,114.76087188720703
2024-01-17,42742.652344,114.76087188720703
2024-01-18,41262.058594,114.76087188720703
2024-01-19,41618.40625,114.76087188720703
2024-01-20,41665.585938,114.76087188720703
2024-01-21,41545.785156,114.76087188720703
2024-01-22,39507.367188,114.76087188720703
2024-01-23,39845.550781,114.76087188720703
2024-01-24,40077.074219,114.76087188720703
2024-01-25,39933.808594,114.76087188720703
2024-01-26,41816.871094,114.76087188720703
2024-01-27,42120.054688,114.76087188720703
2024-01-28,42035.59375,114.76087188720703
2024-01-29,43288.246094,114.76087188720703
2024-01-30,42952.609375,114.76087188720703
2024-01-31,42582.605469,114.76087188720703
2024-02-01,43075.773438,114.76087188720703
2024-02-02,43185.859375,114.76087188720703
2024-02-03,42992.25,114.76087188720703
2024-02-04,42583.582031,114.76087951660156
2024-02-05,42658.667969,114.76087951660156
2024-02-06,43084.671875,114.76087188720703
2024-02-07,44318.222656,114.76087188720703
2024-02-08,45301.566406,114.76087188720703
2024-02-09,47147.199219,114.76087188720703
2024-02-10,47771.277344,114.76087188720703
2024-02-11,48293.917969,114.76087188720703
2024-02-12,49958.222656,114.76087188720703
2024-02-13,49742.441406,114.76087188720703
2024-02-14,51826.695313,114.76087188720703
2024-02-15,51938.554688,114.76087188720703
2024-02-16,52160.203125,114.76087188720703
2024-02-17,51662.996094,114.76087188720703
2024-02-18,52122.546875,114.76087188720703
2024-02-19,51779.144531,114.76087188720703
2024-02-20,52284.875,114.76087188720703
2024-02-21,51839.179688,114.76087188720703
2024-02-22,51304.972656,114.76087188720703
2024-02-23,50731.949219,114.76087188720703
2024-02-24,51571.101563,114.76087188720703
2024-02-25,51733.238281,114.76087188720703
2024-02-26,54522.402344,114.76087188720703
2024-02-27,57085.371094,114.76087188720703
2024-02-28,62504.789063,114.76087188720703
2024-02-29,61198.382813,114.76087188720703
2024-03-01,62440.632813,114.76087188720703
2024-03-02,62029.847656,114.76087188720703
2024-03-03,63167.371094,114.76087188720703
2024-03-04,68330.414063,114.76087188720703
2024-03-05,63801.199219,114.76087188720703
2024-03-06,66106.804688,114.76087188720703
2024-03-07,66925.484375,114.76087951660156
2024-03-08,68300.09375,114.76087951660156
2024-03-09,68498.882813,114.76087188720703
2024-03-10,69019.789063,114.76087188720703
2024-03-11,72123.90625,114.76087188720703
2024-03-12,71481.289063,114.76087188720703
2024-03-13,73083.5,114.76087188720703
2024-03-14,71396.59375,114.76087188720703
2024-03-15,69403.773438,114.76087188720703
2024-03-16,65315.117188,114.76087188720703
2024-03-17,68390.625,114.76087188720703
2024-03-18,67548.59375,114.76087188720703
2024-03-19,61912.773438,114.76087188720703
2024-03-20,67913.671875,114.76087188720703
2024-03-21,65491.390625,114.76087188720703
2024-03-22,63778.761719,114.76087188720703
2024-03-23,64062.203125,114.76087188720703
2024-03-24,67234.171875,114.76087188720703
2024-03-25,69958.8125,114.76087188720703
2024-03-26,69987.835938,114.76087188720703
2024-03-27,69455.34375,114.76087188720703
2024-03-28,70744.953125,114.76087188720703
2024-03-29,69892.828125,114.76087188720703
2024-03-30,69645.304688,114.76087188720703
2024-03-31,71333.648438,114.76087188720703
2024-04-01,69702.148438,114.76087188720703
2024-04-02,65446.972656,114.76087188720703
2024-04-03,65980.8125,114.76087188720703
2024-04-04,68508.84375,114.76087188720703
2024-04-05,67837.640625,114.76087188720703
2024-04-06,68896.109375,114.76087188720703
2024-04-07,69362.554688,114.76087188720703
2024-04-08,71631.359375,114.76087951660156
2024-04-09,69139.015625,114.76087951660156
2024-04-10,70587.882813,114.76087188720703
2024-04-11,70060.609375,114.76087188720703
2024-04-12,67195.867188,114.76087188720703
2024-04-13,63821.472656,114.76087188720703
2024-04-14,65738.726563,114.76087188720703
2024-04-15,63426.210938,114.76087188720703
2024-04-16,63811.863281,114.76087188720703
2024-04-17,61276.691406,114.76087188720703
2024-04-18,63512.753906,114.76087188720703
2024-04-19,63843.570313,114.76087188720703
2024-04-20,64994.441406,114.76087188720703
2024-04-21,64926.644531,114.76087188720703
2024-04-22,66837.679688,114.76087188720703
2024-04-23,66407.273438,114.76087188720703
2024-04-24,64276.898438,114.76087188720703
2024-04-25,64481.707031,114.76087188720703
2024-04-26,63755.320313,114.76087188720703
2024-04-27,63419.140625,114.76087188720703
2024-04-28,63113.230469,114.76087188720703
2024-04-29,63841.121094,114.76087188720703
2024-04-30,60636.855469,114.76087188720703
2024-05-01,58254.011719,114.76087188720703
2024-05-02,59123.433594,114.76087188720703
2024-05-03,62889.835938,114.76087188720703
2024-05-04,63891.472656,114.76087188720703
2024-05-05,64031.132813,114.76087188720703
2024-05-06,63161.949219,114.76087188720703
2024-05-07,62334.816406,114.76087188720703
2024-05-08,61187.941406,114.76087188720703
2024-05-09,63049.960938,114.76087188720703
2024-05-10,60792.777344,114.76087951660156
2024-05-11,60793.710938,114.76087951660156
2024-05-12,61448.394531,114.76087188720703
2024-05-13,62901.449219,114.76087188720703
2024-05-14,61552.789063,114.76087188720703
2024-05-15,66267.492188,114.76087188720703
2024-05-16,65231.582031,114.76087188720703
2024-05-17,67051.875,114.76087188720703
2024-05-18,66940.804688,114.76087188720703
2024-05-19,66278.367188,114.76087188720703
2024-05-20,71448.195313,114.76087188720703
2024-05-21,70136.53125,114.76087188720703
2024-05-22,69122.335938,114.76087188720703
2024-05-23,67929.5625,114.76087188720703
2024-05-24,68526.101563,114.76087188720703
2024-05-25,69265.945313,114.76087188720703
2024-05-26,68518.09375,114.76087188720703
2024-05-27,69394.554688,114.76087188720703
2024-05-28,68296.21875,114.76087188720703
2024-05-29,67578.09375,114.76087188720703
2024-05-30,68364.992188,114.76087188720703
2024-05-31,67491.414063,114.76087188720703
2024-06-01,67706.9375,114.76087188720703
2024-06-02,67751.601563,114.76087188720703
2024-06-03,68804.78125,114.76087188720703
2024-06-04,70567.765625,114.76087188720703
2024-06-05,71082.820313,114.76087188720703
2024-06-06,70757.164063,114.76087188720703
